2023-12-18 17:12:430 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-18 17:12:152 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-18 17:12:850 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-18 17:12:111 INFO  LoginPage :53 - Enter Password: admin123
2023-12-18 17:12:212 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //button[@type='submit']]
2023-12-18 17:12:285 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-18 17:12:590 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-18 17:12:634 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-18 17:12:207 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-18 17:12:848 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-18 17:12:972 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-18 17:12:295 INFO  AddUserPage :94 - Verifying Result Text: [[ChromeDriver: chrome on windows (deaf31cd783f51da9f564d8529749816)] -> xpath: //div[@class='orangehrm-paper-container']/div[2]/div[1]/span[1]]
2023-12-18 17:12:997 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-18 17:12:276 INFO  LoginPage :53 - Enter Password: admin123
2023-12-18 17:12:378 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (bb000b87ffe449e3fa08d78daa5a0005)] -> xpath: //button[@type='submit']]
2023-12-18 17:12:595 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (bb000b87ffe449e3fa08d78daa5a0005)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-18 17:12:29 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (bb000b87ffe449e3fa08d78daa5a0005)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-18 17:12:65 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (bb000b87ffe449e3fa08d78daa5a0005)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-18 17:12:640 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-18 17:12:215 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-18 17:12:905 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-18 17:12:963 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-18 17:12:227 INFO  LoginPage :53 - Enter Password: admin123
2023-12-18 17:12:324 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //button[@type='submit']]
2023-12-18 17:12:449 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-18 17:12:794 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-18 17:12:833 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-18 17:12:422 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-18 17:12:57 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-18 17:12:225 INFO  AddUserPage :121 - Clicking on search button: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //div[@class='oxd-table-filter-area']/form[1]/div[2]/button[2]]
2023-12-18 17:12:498 INFO  AddUserPage :126 - Verifying No Record Found: [[ChromeDriver: chrome on windows (37670ea4f62cf57c999e2fec596515b2)] -> xpath: //div[@class='orangehrm-horizontal-padding orangehrm-vertical-padding']]
2023-12-19 20:12:21 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 20:12:343 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 20:12:431 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (3704702522b67c6b7c0153b25896854d)] -> xpath: //button[@type='submit']]
2023-12-19 20:12:449 INFO  LoginPage :64 - Verifying Login: [[ChromeDriver: chrome on windows (3704702522b67c6b7c0153b25896854d)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-12-19 20:12:703 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 20:12:17 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 20:12:107 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (a8cedeca0ddf86a76f4881da465e56f4)] -> xpath: //button[@type='submit']]
2023-12-19 20:12:49 INFO  DashboardPage :32 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (a8cedeca0ddf86a76f4881da465e56f4)] -> xpath: //img[@alt='client brand banner']]
2023-12-19 20:12:563 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 20:12:848 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 20:12:941 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (416bbcf6342531e42fdd1b72fdab726f)] -> xpath: //button[@type='submit']]
2023-12-19 20:12:865 INFO  HomePage :44 - Clicking on user profile logo: [[ChromeDriver: chrome on windows (416bbcf6342531e42fdd1b72fdab726f)] -> xpath: //p[@class='oxd-userdropdown-name']]
2023-12-19 20:12:457 INFO  HomePage :50 - Clicking on Log Out: [[ChromeDriver: chrome on windows (416bbcf6342531e42fdd1b72fdab726f)] -> xpath: //a[normalize-space()='Logout']]
2023-12-19 21:12:576 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:881 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:961 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (437430fd4c3b74afc34ec56b1a72f777)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:887 INFO  HomePage :44 - Clicking on user profile logo: [[ChromeDriver: chrome on windows (437430fd4c3b74afc34ec56b1a72f777)] -> xpath: //p[@class='oxd-userdropdown-name']]
2023-12-19 21:12:439 INFO  HomePage :50 - Clicking on Log Out: [[ChromeDriver: chrome on windows (437430fd4c3b74afc34ec56b1a72f777)] -> xpath: //a[normalize-space()='Logout']]
2023-12-19 21:12:821 INFO  LoginPage :37 - Verifying Login Text: [[ChromeDriver: chrome on windows (437430fd4c3b74afc34ec56b1a72f777)] -> xpath: //h5[normalize-space()='Login']]
2023-12-19 21:12:734 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:17 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:106 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (37bee35eae963e1969263e04c04db334)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:88 INFO  LoginPage :64 - Verifying Login: [[ChromeDriver: chrome on windows (37bee35eae963e1969263e04c04db334)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-12-19 21:12:357 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:635 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:718 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (88fdfbce9ff85b57fd29bbdb44893b2e)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:733 INFO  DashboardPage :32 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (88fdfbce9ff85b57fd29bbdb44893b2e)] -> xpath: //img[@alt='client brand banner']]
2023-12-19 21:12:978 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:238 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:333 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (a748e94f546c69096849ad03a46ec7bc)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:260 INFO  HomePage :44 - Clicking on user profile logo: [[ChromeDriver: chrome on windows (a748e94f546c69096849ad03a46ec7bc)] -> xpath: //p[@class='oxd-userdropdown-name']]
2023-12-19 21:12:816 INFO  HomePage :50 - Clicking on Log Out: [[ChromeDriver: chrome on windows (a748e94f546c69096849ad03a46ec7bc)] -> xpath: //a[normalize-space()='Logout']]
2023-12-19 21:12:940 INFO  LoginPage :37 - Verifying Login Text: [[ChromeDriver: chrome on windows (a748e94f546c69096849ad03a46ec7bc)] -> xpath: //h5[normalize-space()='Login']]
2023-12-19 21:12:394 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:696 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:806 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:788 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 21:12:105 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 21:12:157 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 21:12:626 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 21:12:209 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 21:12:962 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 21:12:652 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 21:12:322 INFO  ViewSystemUsersPage :106 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 21:12:494 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 21:12:573 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 21:12:663 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (965745c18516a5dc0ca23ff5b09b75e1)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 21:12:360 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:634 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:716 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:103 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 21:12:814 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 21:12:868 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (31b87bae0494249f61769e8e1f7172e8)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
